,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Mon,0,0.004761904761904762,0.0,0.0,0.0,0.0,0.01904761904761905,0.004761904761904762,0.004761904761904762,0.02857142857142857,0.014285714285714285,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.05238095238095238,0.08095238095238096,0.1,0.06190476190476191,0.07142857142857142,0.0761904761904762,0.07142857142857142,0.07142857142857142,0.10476190476190476,0.1380952380952381
Tue,0,0.004739336492890996,0.0,0.004739336492890996,0.018957345971563982,0.0,0.0,0.009478672985781991,0.014218009478672985,0.018957345971563982,0.023696682464454975,0.004739336492890996,0.009478672985781991,0.04265402843601896,0.10426540284360189,0.05687203791469194,0.06635071090047394,0.0947867298578199,0.11848341232227488,0.07582938388625593,0.061611374407582936,0.06635071090047394,0.0947867298578199,0.10900473933649289
Wed,0,0.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.019230769230769232,0.004807692307692308,0.014423076923076924,0.004807692307692308,0.03365384615384615,0.04326923076923077,0.08173076923076923,0.03365384615384615,0.08173076923076923,0.0673076923076923,0.04326923076923077,0.10096153846153846,0.1201923076923077,0.11057692307692307,0.09615384615384616,0.13942307692307693
Thu,0,0.0,0.0,0.004784688995215311,0.004784688995215311,0.004784688995215311,0.004784688995215311,0.004784688995215311,0.004784688995215311,0.014354066985645933,0.004784688995215311,0.0,0.03827751196172249,0.03827751196172249,0.07655502392344497,0.09569377990430622,0.11961722488038277,0.07177033492822966,0.07177033492822966,0.08133971291866028,0.11483253588516747,0.08133971291866028,0.07655502392344497,0.0861244019138756
Fri,0,0.009615384615384616,0.014423076923076924,0.0,0.004807692307692308,0.004807692307692308,0.004807692307692308,0.02403846153846154,0.019230769230769232,0.014423076923076924,0.019230769230769232,0.014423076923076924,0.03365384615384615,0.038461538461538464,0.09615384615384616,0.07211538461538461,0.11057692307692307,0.09134615384615384,0.07692307692307693,0.0673076923076923,0.08173076923076923,0.0625,0.0673076923076923,0.07211538461538461
Sat,0,0.0,0.004830917874396135,0.0,0.024154589371980676,0.014492753623188406,0.00966183574879227,0.024154589371980676,0.014492753623188406,0.014492753623188406,0.043478260869565216,0.024154589371980676,0.014492753623188406,0.033816425120772944,0.05314009661835749,0.04830917874396135,0.1111111111111111,0.07729468599033816,0.06763285024154589,0.03864734299516908,0.0821256038647343,0.0821256038647343,0.10144927536231885,0.11594202898550725
Sun,0,0.0,0.004739336492890996,0.0,0.0,0.004739336492890996,0.004739336492890996,0.004739336492890996,0.009478672985781991,0.009478672985781991,0.014218009478672985,0.004739336492890996,0.018957345971563982,0.03317535545023697,0.037914691943127965,0.037914691943127965,0.04265402843601896,0.04265402843601896,0.061611374407582936,0.04739336492890995,0.10900473933649289,0.07582938388625593,0.1895734597156398,0.24644549763033174
